Num_Preguntas,Tiempo_ms,Desv_Estandar
5,0.023784144758541723,0.0023784144758541726
8,0.07083667647173886,0.007083667647173886
12,0.13512395034789051,0.013512395034789052
16,0.24213434265032477,0.024213434265032478
20,0.4109986574174358,0.04109986574174358
25,0.675714521387404,0.0675714521387404
30,0.9694199755281504,0.09694199755281505
35,1.11974277888473,0.11197427788847301
40,1.8192960940381349,0.1819296094038135
45,1.834109149751279,0.1834109149751279
