Num_Encuestados,Tiempo_ms,Desv_Estandar
50,0.02267822698310888,0.002267822698310888
100,0.03734772042241961,0.0037347720422419607
200,0.10000590445762604,0.010000590445762604
400,0.2841497138341902,0.02841497138341902
800,0.5179545167777266,0.051795451677772664
1600,1.4017980644727877,0.14017980644727876
3200,3.0110086383901593,0.30110086383901596
6400,5.422563663769851,0.5422563663769852
12800,12.218206847461431,1.2218206847461432
25600,21.69829135192628,2.169829135192628
