Num_Preguntas,Tiempo_ms,Desv_Estandar
5,0.0287144682720758,0.00287144682720758
8,0.06475215568435291,0.006475215568435291
12,0.16405022760161125,0.016405022760161127
16,0.22325258080026916,0.022325258080026916
20,0.36065206188646837,0.03606520618864684
25,0.7041191314864395,0.07041191314864395
30,0.8564750003288293,0.08564750003288293
35,1.1900024700412513,0.11900024700412513
40,1.66391237630276,0.166391237630276
45,2.148712380430015,0.21487123804300148
