Num_Preguntas,Tiempo_ms,Desv_Estandar
5,0.00655055249973664,0.000655055249973664
8,0.019050764840739188,0.0019050764840739189
12,0.038595150892900575,0.0038595150892900575
16,0.06857878276897607,0.006857878276897607
20,0.13082831249628427,0.013082831249628427
25,0.17143326535207565,0.017143326535207566
30,0.2851555768238333,0.02851555768238333
35,0.42256930618005417,0.04225693061800542
40,0.5369309586998098,0.05369309586998098
45,0.6341119897229063,0.06341119897229062
