Num_Encuestados,Tiempo_ms,Desv_Estandar
50,0.01989694478250094,0.001989694478250094
100,0.0427974592946138,0.00427974592946138
200,0.09414054135558515,0.009414054135558516
400,0.22536903566617789,0.02253690356661779
800,0.5980007072452542,0.05980007072452542
1600,1.3879469048174247,0.13879469048174248
3200,2.8590629795525317,0.2859062979552532
6400,5.900044093978852,0.5900044093978852
12800,12.911481169538236,1.2911481169538237
25600,26.988740753994175,2.698874075399418
